ID,"LICENSE ID","ACCOUNT NUMBER","SITE NUMBER","LEGAL NAME","DOING BUSINESS AS NAME",ADDRESS,CITY,STATE,"ZIP CODE",WARD,PRECINCT,"WARD PRECINCT","POLICE DISTRICT","LICENSE CODE","LICENSE DESCRIPTION","BUSINESS ACTIVITY ID","BUSINESS ACTIVITY","LICENSE NUMBER","APPLICATION TYPE","APPLICATION CREATED DATE","APPLICATION REQUIREMENTS COMPLETE","PAYMENT DATE","CONDITIONAL APPROVAL","LICENSE TERM START DATE","LICENSE TERM EXPIRATION DATE","LICENSE APPROVED FOR ISSUANCE","DATE ISSUED","LICENSE STATUS","LICENSE STATUS CHANGE DATE",SSA,LATITUDE,LONGITUDE,LOCATION,DI_CreateDate,DI_WorkflowFileName,APPLICATION_CREATED_DATE_CONVERTED,PAYMENT_DATE_CONVERTED,"LICENSE_TERM_START DATE_CONVERTED","LICENSE TERM EXPIRATION DATE CONVERTED","DATE ISSUED CONVERTED","LICENSE STATUS CHANGE DATE CONVERTED"
2089188-20171116,2557422,244084,3,"ENRIQUE AYALA","Ayala Store","3101 W 26TH ST 1 C-95,96",CHICAGO,IL,60623,12,NULL,12-,NULL,1010,"Limited Business License",NULL,NULL,2089188,RENEW,NULL,09/15/2017,11/02/2017,N,11/16/2017,11/15/2019,11/02/2017,11/03/2017,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2017-11-02 00:00:00","2017-11-16 00:00:00","2019-11-15 00:00:00","2017-11-03 00:00:00",NULL
2797336-20220512,2797336,457657,2,"CRN CONSULTING GROUP INC.","CRN Consulting Group Inc.","3325 N NOTTINGHAM AVE",CHICAGO,IL,60634,29,NULL,29-,NULL,4404,"Regulated Business License",719,"Professional Consulting (Home Based Business)",2797336,C_LOC,07/02/2021,07/02/2021,07/07/2021,N,05/12/2022,04/15/2023,07/07/2021,05/12/2022,AAI,NULL,NULL,41.940623504,-87.80421659,"(41.94062350414074, -87.80421659039294)","2022-10-06 12:53:44",test,"2021-07-02 00:00:00","2021-07-07 00:00:00","2022-05-12 00:00:00","2023-04-15 00:00:00","2022-05-12 00:00:00",NULL
2808970-20220516,2836349,1928,3,"COOK-DUPAGE TRANSPORTATION COMPANY, INC.","NATIONAL EXPRESS TRANS","4301 S PACKERS AVE",CHICAGO,IL,60609,11,NULL,11-,NULL,1010,"Limited Business License",708,"Miscellaneous Commercial Services",2808970,RENEW,NULL,03/15/2022,05/11/2022,N,05/16/2022,05/15/2024,05/11/2022,05/12/2022,AAI,NULL,13,41.815897667,-87.658503827,"(41.81589766744781, -87.6585038266102)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-12 00:00:00",NULL
53884-20020516,1240877,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",53884,RENEW,NULL,03/27/2002,04/18/2002,N,05/16/2002,05/15/2003,06/03/2002,06/04/2002,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2002-04-18 00:00:00","2002-05-16 00:00:00","2003-05-15 00:00:00","2002-06-04 00:00:00",NULL
2631045-20220516,2837303,251960,3,"FLORIN BENIUC","Hydronics, Inc","3871  SUNSET LN",NORTHBROOK,IL,60062,NULL,NULL,NULL,NULL,4404,"Regulated Business License","673 | 754 | 755","Home Repair Services | Residential Construction / Minor Home Repair Services | Residential Installations",2631045,RENEW,NULL,03/15/2022,05/11/2022,N,05/16/2022,05/15/2024,05/11/2022,05/12/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-12 00:00:00",NULL
1875213-20140516,2316540,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1475,"Consumption on Premises - Incidental Activity",638,"Consumption of Liquor on Premises",1875213,RENEW,NULL,03/15/2014,07/18/2014,N,05/16/2014,05/15/2016,07/18/2014,07/18/2014,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2014-07-18 00:00:00","2014-05-16 00:00:00","2016-05-15 00:00:00","2014-07-18 00:00:00",NULL
2831502-20220512,2831502,483107,1,"D & S MINI MART LLC","D & S MINI MART","6610 W NORTH AVE",CHICAGO,IL,60707,29,10,29-10,25,1781,Tobacco,"936 | 937","Retail Sales of Tobacco Accessories | Retail Sales of Tobacco and Flavored Tobacco Products",2831502,ISSUE,02/09/2022,03/08/2022,04/19/2022,N,05/12/2022,05/15/2023,05/12/2022,05/12/2022,AAI,NULL,NULL,41.909193383,-87.790501484,"(41.9091933829476, -87.7905014840963)","2022-10-06 12:53:44",test,"2022-02-09 00:00:00","2022-04-19 00:00:00","2022-05-12 00:00:00","2023-05-15 00:00:00","2022-05-12 00:00:00",NULL
1718675-20220516,2837564,289871,1,"ALHAMBRA PALACE RESTAURANT LLC","ALHAMBRA PALACE RESTAURANT","1240 W RANDOLPH ST 1, 2",CHICAGO,IL,60607,27,33,27-33,12,1050,"Public Place of Amusement",743,"Provides Onsite Amusement or Entertainment",1718675,RENEW,NULL,03/15/2022,03/30/2022,N,05/16/2022,05/15/2024,05/12/2022,05/12/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-03-30 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-12 00:00:00",NULL
53884-20160516,2454216,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",53884,RENEW,NULL,03/15/2016,05/13/2016,N,05/16/2016,05/15/2018,05/13/2016,05/13/2016,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2016-05-13 00:00:00","2016-05-16 00:00:00","2018-05-15 00:00:00","2016-05-13 00:00:00",NULL
2333768-20220616,2843919,390690,1,"JADE PALACE, INC.","JADE PALACE","2551 S KEDZIE AVE 1ST",CHICAGO,IL,60623,12,15,12-15,10,1006,"Retail Food Establishment",735,"Preparation of Food and Dining on Premise With Seating",2333768,RENEW,NULL,04/15/2022,05/11/2022,N,06/16/2022,06/15/2024,05/11/2022,05/12/2022,AAI,NULL,25,41.84483539,-87.70489989,"(41.84483539012294, -87.70489988979249)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-12 00:00:00",NULL
1908913-20220616,2842142,38148,2,"SOUTH WATER MARKET PRODUCE INC","SOUTH WATER MARKET PRODUCE, INC.","455 W 24TH ST 1 1",CHICAGO,IL,60616,11,18,11-18,9,1007,"Wholesale Food Establishment",864,"Wholesale Food Sales",1908913,RENEW,NULL,04/15/2022,05/11/2022,N,06/16/2022,06/15/2024,05/11/2022,05/12/2022,AAI,NULL,NULL,41.848951828,-87.638933773,"(41.848951827656535, -87.63893377344633)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-12 00:00:00",NULL
2840616-20220428,2840616,484408,1,"PLANTX MIDWEST INC.",XMARKET,"804 W MONTROSE AVE 1 & MEZZ",CHICAGO,IL,60613,46,NULL,46-,NULL,1006,"Retail Food Establishment","640 | 736 | 760 | 766 | 767 | 775","Deli, Butcher or Bakery | Preparation of Food, Coffee or Drinks | Retail Sale of Food for Offsite Consumption | Retail Sales of Fresh Fruits and Vegetables (Leafy and Non Leafy Vegetables) | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods",2840616,ISSUE,03/30/2022,03/30/2022,03/31/2022,N,04/28/2022,05/15/2024,04/27/2022,04/28/2022,AAI,NULL,34,41.961950551,-87.650132051,"(41.96195055112621, -87.6501320506605)","2022-10-06 12:53:44",test,"2022-03-30 00:00:00","2022-03-31 00:00:00","2022-04-28 00:00:00","2024-05-15 00:00:00","2022-04-28 00:00:00",NULL
2718833-20220416,2834653,467428,1,"DIZA TACOS GARFIELD, LLC","TACO BELL","255 W GARFIELD BLVD",CHICAGO,IL,60621,3,36,3-36,7,1006,"Retail Food Establishment",735,"Preparation of Food and Dining on Premise With Seating",2718833,RENEW,NULL,02/15/2022,05/11/2022,N,04/16/2022,04/15/2024,05/11/2022,05/12/2022,AAI,NULL,NULL,41.794053855,-87.632760361,"(41.7940538545927, -87.63276036126142)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-04-16 00:00:00","2024-04-15 00:00:00","2022-05-12 00:00:00",NULL
53884-20060216,1661693,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",53884,RENEW,NULL,12/21/2005,01/23/2006,N,02/16/2006,02/15/2007,01/23/2006,01/24/2006,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2006-01-23 00:00:00","2006-02-16 00:00:00","2007-02-15 00:00:00","2006-01-24 00:00:00",NULL
53884-20140516,2316539,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",53884,RENEW,NULL,03/15/2014,07/18/2014,N,05/16/2014,05/15/2016,07/18/2014,07/18/2014,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2014-07-18 00:00:00","2014-05-16 00:00:00","2016-05-15 00:00:00","2014-07-18 00:00:00",NULL
1997650-20220616,2843309,347343,1,"ORIGINAL TRIPLE CROWN RESTAURANT, INC.","ORIGINAL TRIPLE CROWN RESTAURANT, INC.","211 W 22ND PL 1ST",CHICAGO,IL,60616,25,14,25-14,9,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",1997650,RENEW,NULL,04/15/2022,05/11/2022,N,06/16/2022,06/15/2024,05/11/2022,05/12/2022,AAI,NULL,NULL,41.85205252,-87.632505281,"(41.852052519797155, -87.63250528112087)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-12 00:00:00",NULL
1477258-20050216,1569903,273322,1,"ULTIMATE BUILDERS, INC.","ULTIMATE BUILDERS, INC.","600  MORSE   UNIT C",SCHAUMBURG,IL,60193,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1477258,RENEW,NULL,12/20/2004,06/29/2011,N,02/16/2005,02/15/2006,06/29/2011,06/30/2011,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2011-06-29 00:00:00","2005-02-16 00:00:00","2006-02-15 00:00:00","2011-06-30 00:00:00",NULL
2749783-20220512,2841178,469925,1,"SUPER SHOPPER INC","SUPER SHOPPER FOOD MART","1351 W 79TH ST",CHICAGO,IL,60620,17,NULL,17-,NULL,1006,"Retail Food Establishment","736 | 767 | 775","Preparation of Food, Coffee or Drinks | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods",2749783,C_SBA,04/08/2022,04/19/2022,NULL,N,05/12/2022,11/15/2022,05/11/2022,05/12/2022,AAI,NULL,32,41.750321121,-87.658189053,"(41.75032112057248, -87.65818905291597)","2022-10-06 12:53:44",test,"2022-04-08 00:00:00",NULL,"2022-05-12 00:00:00","2022-11-15 00:00:00","2022-05-12 00:00:00",NULL
2451718-20220416,2834012,404316,1,"NBM DEVELOPMENT LLC","NBM DEVELOPMENT LLC","1035 N DEARBORN ST 10TH 10E",CHICAGO,IL,60610,2,4,2-4,18,4404,"Regulated Business License",757,"Residential Real Estate Developer (Home Based Business)",2451718,RENEW,NULL,02/15/2022,05/11/2022,N,04/16/2022,04/15/2024,05/11/2022,05/12/2022,AAI,NULL,NULL,41.901679149,-87.62977237,"(41.90167914923734, -87.62977237044007)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-04-16 00:00:00","2024-04-15 00:00:00","2022-05-12 00:00:00",NULL
2845960-20220512,2845960,485544,1,"BIG JOE'S BBQ LLC","BIG JOE'S BBQ LLC","5515 W 80TH PL",BURBANK,IL,60459,NULL,NULL,NULL,NULL,8345,"Shared Kitchen User (Short Term)",805,"Shared Kitchen User - Short Term (90 Days or Less - Not Renewable)",2845960,ISSUE,05/05/2022,05/05/2022,05/05/2022,N,05/12/2022,08/15/2022,NULL,05/12/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,"2022-05-05 00:00:00","2022-05-05 00:00:00","2022-05-12 00:00:00","2022-08-15 00:00:00","2022-05-12 00:00:00",NULL
2208797-20220616,2843384,352695,1,"CANARY TELEHEALTH INC.","CANARY TELEHEALTH INC.","3151 S MICHIGAN AVE 1 1",CHICAGO,IL,60616,3,53,3-53,2,4404,"Regulated Business License",724,"Other Home Based Businesses",2208797,RENEW,NULL,04/15/2022,05/11/2022,N,06/16/2022,06/15/2024,05/11/2022,05/12/2022,AAI,NULL,NULL,41.83678663,-87.623259939,"(41.83678663046203, -87.6232599388145)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-12 00:00:00",NULL
2846260-20220512,2846260,27692,2,"GRACE LEAVITT LIQUORS CORP.","GRACE LEAVITT FIRE ESCAPE","2157 W GRACE ST",CHICAGO,IL,60618,47,2,47-2,19,1476,"Special Event Liquor",996,"Special Event Beer, Wine & Spirits",2846260,ISSUE,05/11/2022,05/11/2022,05/11/2022,N,05/12/2022,11/08/2022,05/11/2022,05/12/2022,AAI,NULL,NULL,41.950337385,-87.683366374,"(41.950337385207895, -87.68336637393413)","2022-10-06 12:53:44",test,"2022-05-11 00:00:00","2022-05-11 00:00:00","2022-05-12 00:00:00","2022-11-08 00:00:00","2022-05-12 00:00:00",NULL
2658345-20220416,2834564,457566,1,"COLLEEN ROTHROCK","COLLEEN ROTHROCK","[REDACTED FOR PRIVACY]","CROWN POINT",IN,46307,NULL,NULL,NULL,NULL,7009,"Pharmaceutical Representative",990,"Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year",2658345,RENEW,NULL,02/15/2022,05/11/2022,N,04/16/2022,04/15/2023,05/11/2022,05/12/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-04-16 00:00:00","2023-04-15 00:00:00","2022-05-12 00:00:00",NULL
1875213-20100516,2024045,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1475,"Consumption on Premises - Incidental Activity",638,"Consumption of Liquor on Premises",1875213,RENEW,NULL,03/15/2010,04/26/2010,N,05/16/2010,05/15/2012,04/26/2010,04/27/2010,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2010-04-26 00:00:00","2010-05-16 00:00:00","2012-05-15 00:00:00","2010-04-27 00:00:00",NULL
2732863-20220616,2844865,468249,1,"Glenda Lashley","Glenda L. Lashley","455 W WINNECONNA PKWY",CHICAGO,IL,60620,17,NULL,17-,NULL,4404,"Regulated Business License",719,"Professional Consulting (Home Based Business)",2732863,RENEW,NULL,04/15/2022,05/11/2022,N,06/16/2022,06/15/2024,05/11/2022,05/12/2022,AAI,NULL,32,41.751633621,-87.63584119,"(41.75163362057795, -87.63584119038063)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-12 00:00:00",NULL
2147514-20220416,2846199,371170,1,"RED SUNS DISTRIBUTORS INC","RIDGE WAY TRADING","3737 W LAWRENCE AVE GROUND B",CHICAGO,IL,60625,35,24,35-24,17,1781,Tobacco,"763 | 767","Retail Sale of Tobacco | Retail Sales of General Merchandise and Non-Perishable Food",2147514,RENEW,NULL,05/11/2022,05/11/2022,N,04/16/2022,04/15/2023,05/11/2022,05/12/2022,AAI,NULL,NULL,41.968194856,-87.722270797,"(41.96819485557913, -87.72227079662382)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-04-16 00:00:00","2023-04-15 00:00:00","2022-05-12 00:00:00",NULL
2595935-20220616,2844508,427531,1,"RIOS COMPLETE AUTO REPAIR INC.","GRAND AUTO","4547 W GRAND AVE",CHICAGO,IL,60639,37,22,37-22,25,8340,"Motor Vehicle Services License",711,"Motor Vehicle Repair - Engine and Body Work",2595935,RENEW,NULL,04/15/2022,05/11/2022,N,06/16/2022,06/15/2024,05/11/2022,05/12/2022,AAI,NULL,NULL,41.911525233,-87.740264358,"(41.91152523330641, -87.7402643583006)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-12 00:00:00",NULL
2631034-20181019,2631034,432219,1,"PONTE CATRINA LLC","PONTE CATRINA LLC","2150 S CANALPORT AVE 5 5B",CHICAGO,IL,60608,25,NULL,25-,12,1010,"Limited Business License",894,"Hair Services",2631034,ISSUE,10/18/2018,10/18/2018,10/18/2018,N,10/19/2018,07/15/2021,10/18/2018,10/19/2018,AAI,NULL,NULL,41.853301464,-87.649929695,"(41.8533014640748, -87.649929695282)","2022-10-06 12:53:44",test,"2018-10-18 00:00:00","2018-10-18 00:00:00","2018-10-19 00:00:00","2021-07-15 00:00:00","2018-10-19 00:00:00",NULL
2846327-20220512,2846327,264025,2,"CRAIG WILLIAMS JR","CRAIG WILLIAMS JR","5145 N LINCOLN AVE 3RD 3 L",CHICAGO,IL,60625,40,12,40-12,20,4406,"Peddler License",819,"Street Performer, Moving Along the Public Way",2846327,ISSUE,05/12/2022,05/12/2022,05/12/2022,N,05/12/2022,08/15/2023,NULL,05/12/2022,AAI,NULL,NULL,41.975399073,-87.692172502,"(41.975399073294895, -87.6921725020227)","2022-10-06 12:53:44",test,"2022-05-12 00:00:00","2022-05-12 00:00:00","2022-05-12 00:00:00","2023-08-15 00:00:00","2022-05-12 00:00:00",NULL
53884-20040516,1418002,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",53884,RENEW,NULL,03/17/2004,04/09/2004,N,05/16/2004,02/15/2005,04/13/2004,04/14/2004,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2004-04-09 00:00:00","2004-05-16 00:00:00","2005-02-15 00:00:00","2004-04-14 00:00:00",NULL
2846298-20220512,2846298,485752,1,"SHEAR FREAK STUDIOS, LLC","SHEAR FREAK STUDIO'S","5868 W LAKE ST",CHICAGO,IL,60644,29,26,29-26,15,1010,"Limited Business License",894,"Hair Services",2846298,ISSUE,05/12/2022,05/12/2022,05/12/2022,N,05/12/2022,05/15/2024,05/12/2022,05/12/2022,AAI,NULL,NULL,41.88804144,-87.771881964,"(41.8880414400753, -87.77188196443433)","2022-10-06 12:53:44",test,"2022-05-12 00:00:00","2022-05-12 00:00:00","2022-05-12 00:00:00","2024-05-15 00:00:00","2022-05-12 00:00:00",NULL
2762079-20201120,2762079,471691,1,"ANOTHER LEVEL LLC","ANOTHER LEVEL BEAUTY & BARBER SALON","5868 W LAKE ST 1",CHICAGO,IL,60644,29,NULL,29-,NULL,1010,"Limited Business License",894,"Hair Services",2762079,ISSUE,11/16/2020,11/16/2020,11/19/2020,N,11/20/2020,12/15/2022,11/19/2020,11/20/2020,AAC,05/12/2022,NULL,41.88804144,-87.771881964,"(41.8880414400753, -87.77188196443433)","2022-10-06 12:53:44",test,"2020-11-16 00:00:00","2020-11-19 00:00:00","2020-11-20 00:00:00","2022-12-15 00:00:00","2020-11-20 00:00:00","2022-05-12 00:00:00"
2704238-20220516,2839558,458482,2,"ARMED FORCES POST 8322, VETERANS OF FOREIGN WARS OF THE UNITED STATES, INC.","ARMED FORCES POST 8322, VETERANS OF FOREIGN WARS OF THE UNITED STATES, INC.","7173 W GRAND AVE GROUND",CHICAGO,IL,60707,29,38,29-38,25,1625,Raffles,720,"Not-For-Profit Selling Raffles for Prizes of $50 or More",2704238,RENEW,NULL,03/15/2022,05/11/2022,N,05/16/2022,05/15/2023,05/11/2022,05/12/2022,AAI,NULL,NULL,41.923767564,-87.805432792,"(41.9237675637846, -87.80543279195435)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-05-16 00:00:00","2023-05-15 00:00:00","2022-05-12 00:00:00",NULL
2594594-20220516,2839349,426783,1,"HALLE LEONARD","HALLE LEONARD","[REDACTED FOR PRIVACY]",CHICAGO,IL,60614,43,29,43-29,18,7009,"Pharmaceutical Representative",990,"Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year",2594594,RENEW,NULL,03/15/2022,05/11/2022,N,05/16/2022,05/15/2023,05/11/2022,05/12/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-05-16 00:00:00","2023-05-15 00:00:00","2022-05-12 00:00:00",NULL
2831501-20220512,2831501,483107,1,"D & S MINI MART LLC","D & S MINI MART","6610 W NORTH AVE",CHICAGO,IL,60707,29,10,29-10,25,1006,"Retail Food Establishment","767 | 775","Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods",2831501,ISSUE,02/09/2022,03/08/2022,04/19/2022,N,05/12/2022,05/15/2024,05/10/2022,05/12/2022,AAI,NULL,NULL,41.909193383,-87.790501484,"(41.9091933829476, -87.7905014840963)","2022-10-06 12:53:44",test,"2022-02-09 00:00:00","2022-04-19 00:00:00","2022-05-12 00:00:00","2024-05-15 00:00:00","2022-05-12 00:00:00",NULL
53884-20050216,1560597,64579,1,"CYNPAT, INC","Cielo Dulce","3504 S WESTERN AVE 1",CHICAGO,IL,60609,12,6,12-6,9,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",53884,RENEW,NULL,12/20/2004,01/10/2005,N,02/16/2005,02/15/2006,01/10/2005,01/11/2005,AAI,NULL,NULL,41.830073693,-87.68517427,"(41.830073693447986, -87.68517426995787)","2022-10-06 12:53:44",test,NULL,"2005-01-10 00:00:00","2005-02-16 00:00:00","2006-02-15 00:00:00","2005-01-11 00:00:00",NULL
2709501-20220516,2839586,465758,1,"CHILD FIRST ACADEMY, INC.","CHILD FIRST ACADEMY","814-816 W DIVERSEY PKWY 1ST",CHICAGO,IL,60614,44,29,44-29,19,1023,"Children's Services Facility License",820,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm",2709501,RENEW,NULL,03/15/2022,04/01/2022,N,05/16/2022,05/15/2024,05/11/2022,05/12/2022,AAI,NULL,8,41.932815892,-87.649619727,"(41.93281589180143, -87.64961972685818)","2022-10-06 12:53:44",test,NULL,"2022-04-01 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-12 00:00:00",NULL
1519518-20050216,1572190,281392,1,"RONALD  GOLDE","KBR DESIGNS","3700  CAPRI CT  406",GLENVIEW,IL,60025,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1519518,RENEW,NULL,12/20/2004,02/14/2005,N,02/16/2005,02/15/2006,02/14/2005,06/16/2008,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2005-02-14 00:00:00","2005-02-16 00:00:00","2006-02-15 00:00:00","2008-06-16 00:00:00",NULL
75214-20200916,2739929,89306,2,"LINCOLN PROPERTY CO COMM INC","LINCOLN PROPERTY COMPANY","150 S WACKER DR  670",CHICAGO,IL,60606,42,12,42-12,1,1010,"Limited Business License",NULL,NULL,75214,RENEW,NULL,07/15/2020,08/20/2020,N,09/16/2020,09/15/2022,08/20/2020,05/12/2022,AAI,NULL,NULL,41.879410846,-87.637103957,"(41.8794108457744, -87.63710395748413)","2022-10-06 12:53:44",test,NULL,"2020-08-20 00:00:00","2020-09-16 00:00:00","2022-09-15 00:00:00","2022-05-12 00:00:00",NULL
2570378-20220616,2843370,351083,2,"KENNY'S CUSTOM AUTO DETAIL, INC.","CANTIC AUTO REPAIR","6249 N CLARK ST",CHICAGO,IL,60660,48,4,48-4,24,8340,"Motor Vehicle Services License",712,"Motor Vehicle Repair -  Engine and Transmission Work",2570378,RENEW,NULL,04/15/2022,05/11/2022,N,06/16/2022,06/15/2024,05/11/2022,05/12/2022,AAI,NULL,NULL,41.995914018,-87.670054347,"(41.99591401753204, -87.67005434737412)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-12 00:00:00",NULL
2214756-20200816,2734857,264126,2,"NORWOOD AUTO SERVICE CENTER, INC.","NORWOOD AUTO SERVICE CENTER, INC.","6055 N NORTHWEST HWY",CHICAGO,IL,60631,41,19,41-19,16,8340,"Motor Vehicle Services License",712,"Motor Vehicle Repair -  Engine and Transmission Work",2214756,RENEW,NULL,06/15/2020,10/05/2020,N,08/16/2020,08/15/2022,10/05/2020,05/12/2022,AAI,NULL,NULL,41.991477624,-87.797324544,"(41.99147762381835, -87.79732454393123)","2022-10-06 12:53:44",test,NULL,"2020-10-05 00:00:00","2020-08-16 00:00:00","2022-08-15 00:00:00","2022-05-12 00:00:00",NULL
2451974-20220516,2836357,3530,11,"MANNY'S COFFEE SHOP, INC.","MANNYS COFFEE SHOP, INC.","1131-1141 S JEFFERSON ST",CHICAGO,IL,60607,25,28,25-28,1,1006,"Retail Food Establishment",735,"Preparation of Food and Dining on Premise With Seating",2451974,RENEW,NULL,03/15/2022,04/26/2022,N,05/16/2022,05/15/2024,04/26/2022,05/12/2022,AAI,NULL,NULL,41.868015128,-87.642070382,"(41.868015128224584, -87.64207038233704)","2022-10-06 12:53:44",test,NULL,"2022-04-26 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-12 00:00:00",NULL
1803912-20150316,2377389,315159,1,"CONSTRUCTION TESTING AND INSTRUMENTATION, INCORPORATED","CONSTRUCTION TESTING AND INSTRUMENTATION, INCORPORATED","4262  OLD GRAND AVE  102",GURNEE,IL,60031,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1803912,RENEW,NULL,01/16/2015,02/20/2015,N,03/16/2015,03/15/2017,02/20/2015,02/23/2015,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2015-02-20 00:00:00","2015-03-16 00:00:00","2017-03-15 00:00:00","2015-02-23 00:00:00",NULL
2712482-20220216,2826858,465970,1,"HOOK UP ON 82ND, INC.","HOOK UP","8250 S COTTAGE GROVE AVE 1ST",CHICAGO,IL,60619,8,45,8-45,6,1010,"Limited Business License",772,"Retail Sales of New Electronics and Accessories",2712482,RENEW,NULL,12/15/2021,05/11/2022,N,02/16/2022,02/15/2024,05/11/2022,05/12/2022,AAI,NULL,51,41.744285954,-87.605189317,"(41.74428595417211, -87.60518931702806)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-02-16 00:00:00","2024-02-15 00:00:00","2022-05-12 00:00:00",NULL
